nombre,precio,ventas_q,clases_q,nivel,duracion,tema,plataforma,anio,mes,ventas_usd,idioma
Quickstart AngularJS,0,64128,17,Introductory,1,Web Development,udemy,2014,Noviembre,0,tl
Byte-Sized-Chunks: Cascading Style Sheets (CSS) with HTML,20,2160,28,All Levels,4,Web Development,udemy,2016,Marzo,43200,English
Learn Building Your Own Website Without Coding,50,7660,19,All Levels,2,Web Development,udemy,2014,Marzo,383000,English
Practical Guide to Web Development,20,2025,38,Introductory,2,Web Development,udemy,2016,Mayo,40500,English
The Complete HTML5 and CSS3 Course,40,1548,126,All Levels,15,Web Development,udemy,2016,Agosto,61920,English
HTML & CSS for beginners: Build 3 projects from scratch,40,2472,31,Introductory,4,Web Development,udemy,2015,Enero,98880,English
Code a 'Coming Soon' Landing Page in Bootstrap 4,0,13535,18,All Levels,1,Web Development,udemy,2016,Agosto,0,English
Introduction to Bootstrap 3,20,5795,29,Introductory,2,Web Development,udemy,2013,Septiembre,115900,English
Master ExpressJS to Build Web Apps with NodeJS&JavaScript,50,2643,24,All Levels,3,Web Development,udemy,2016,Enero,132150,English
Learn XML Crash Course: Discover Essential XML Fundamentals ,50,3704,18,Intermediate,2,Web Development,udemy,2014,Junio,185200,Catalán
HTML5 CSS3 JQUERY Single Page Website Project from Scratch,120,1678,32,All Levels,2,Web Development,udemy,2016,Febrero,201360,English
Scrape Websites using PhantomJS and CasperJS,195,960,32,Intermediate,2,Web Development,udemy,2016,Febrero,187200,English
Amazon s3 Mastery - THE How-To' Guides For Amazon S3,95,1811,36,All Levels,3,Web Development,udemy,2015,Marzo,172045,English
HTML and CSS Crash Course for Beginners,50,4123,31,Introductory,4,Web Development,udemy,2014,Mayo,206150,English
EMMET Faster HTML & CSS workflow - Best Tool For Developers ,0,26697,20,All Levels,1,Web Development,udemy,2015,Abril,0,English
Introduction to Web Development,50,5921,42,Introductory,4,Web Development,udemy,2014,Marzo,296050,English
AngularJS For ASP.NET MVC Developers,50,3011,10,Intermediate,1,Web Development,udemy,2015,Febrero,150550,English
Serverless Workflow Management with AWS Step Functions,0,8768,8,Intermediate,1,Web Development,udemy,2016,Diciembre,0,English
How to set up a Web Server From Scratch to One Fully Managed,200,1673,24,All Levels,3,Web Development,udemy,2017,Mayo,334600,English
The Complete PHP MySQL Professional Course with 5 Projects,200,16158,125,All Levels,19,Web Development,udemy,2017,Junio,3231600,English
Angular Masterclass,150,4057,99,All Levels,6,Web Development,udemy,2016,Mayo,608550,tl
Become a Professional Web Developer | Version 3.0,200,6851,454,All Levels,60,Web Development,udemy,2014,Enero,1370200,English
Build Incredible Chatbots,100,2234,115,All Levels,11,Web Development,udemy,2016,Noviembre,223400,English
Try Django 1.10 | Create a URL Shortening Service,50,9607,40,All Levels,5,Web Development,udemy,2016,Octubre,480350,English
Projects in CSS,60,4689,54,All Levels,10,Web Development,udemy,2014,Septiembre,281340,English
Ruby on Rails: Training and Skills to Build Web Applications,95,9375,43,All Levels,7,Web Development,udemy,2014,Enero,890625,English
Learn and Understand React,30,4848,123,All Levels,16,Web Development,udemy,2017,Marzo,145440,English
Learn Javascript & JQuery From Scratch,30,84897,10,All Levels,2,Web Development,udemy,2013,Octubre,2546910,English
Learn to use JSON,150,12838,22,Introductory,1,Web Development,udemy,2016,Marzo,1925700,English
The Ultimate Web Developer How To Guide,200,24861,281,All Levels,22,Web Development,udemy,2015,Noviembre,4972200,English
"Build A Complete CRUD Application With PHP, MYSQL & JQUERY",20,9762,112,All Levels,13,Web Development,udemy,2016,Noviembre,195240,English
jQuery Crash Course: Learn the Essentials of jQuery Fast,50,11262,18,All Levels,2,Web Development,udemy,2015,Enero,563100,English
Drupal Tutorial : Drupal 8 Beginner to Expert in 8 PROJECTS,200,1270,73,Introductory,7,Web Development,udemy,2017,Mayo,254000,ro
The Complete PHP CodeIgniter Course: Beginner To Advanced,195,17895,30,All Levels,4,Web Development,udemy,2015,Diciembre,3489525,English
JavaScript For Beginners : Learn JavaScript From Scratch,195,11285,77,All Levels,5,Web Development,udemy,2017,Febrero,2200575,English
"Mastering 'Native CSS Shapes To Build Modern Web Pages""",195,1040,30,All Levels,3,Web Development,udemy,2017,Mayo,202800,English
WordPress Development For Beginners,95,23572,20,All Levels,2,Web Development,udemy,2016,Junio,2239340,no
WordPress local server setup and site migration online,55,3801,12,All Levels,1,Web Development,udemy,2017,Enero,209055,English
PHP Fundamentals - Start Earning The Top Dollars You Deserve,195,12068,12,All Levels,1,Web Development,udemy,2016,Abril,2353260,English
Interactive Dynamic JavaScript for beginners DOM,200,5559,21,Introductory,2,Web Development,udemy,2017,Abril,1111800,English
Javascript Intermediate level 1 - Mastering the DOM,100,1838,31,All Levels,3,Web Development,udemy,2016,Agosto,183800,English
Sublime Text for Rapid Web Development,20,2104,14,All Levels,1,Web Development,udemy,2017,Enero,42080,English
Servlets and JSPs Tutorial: Learn Web Applications With Java,35,15187,64,All Levels,10,Web Development,udemy,2012,Septiembre,531545,English
Projects in PHP and MySQL,60,10606,88,All Levels,23,Web Development,udemy,2014,Julio,636360,English
PHP OOP: Object Oriented Programming for beginners + Project,200,6497,221,All Levels,18,Web Development,udemy,2015,Junio,1299400,English
React Redux React-Router: From Beginner to Paid Professional,20,11536,60,All Levels,6,Web Development,udemy,2016,Agosto,230720,English
Django Core | A Reference Guide to Core Django Concepts,195,16282,159,Intermediate,18,Web Development,udemy,2016,Octubre,3174990,Spanish
"Angular 2 Complete E-Commerce App Course - Java,Spring,MySQL",195,949,89,All Levels,20,Web Development,udemy,2017,Marzo,185055,English
"Build An Online Bank With Java, Angular 2, Spring and More",195,1995,45,Introductory,6,Web Development,udemy,2016,Noviembre,389025,English
The Complete jQuery Course: From Beginner To Advanced!,195,6636,50,All Levels,6,Web Development,udemy,2016,Mayo,1294020,English
Projects in AngularJS - Learn by building 10 Projects,40,7146,77,All Levels,14,Web Development,udemy,2015,Junio,285840,English
The Ultimate Vue JS 2 Developers Course,195,1703,178,All Levels,13,Web Development,udemy,2016,Diciembre,332085,English
React JS - Build real world JS apps & deploy on cloud,175,12815,53,All Levels,8,Web Development,udemy,2017,Febrero,2242625,English
Angular 4 Front To Back,40,44,68,All Levels,8,Web Development,udemy,2017,Julio,1760,tl
"Modern Web Development with SASS, Gulp, NPM & Web Workflows",95,502,59,Introductory,5,Web Development,udemy,2016,Diciembre,47690,English
"HTML5, CSS3 And JavaScript Fundamentals 2016",115,627,7,All Levels,1,Web Development,udemy,2016,Septiembre,72105,Catalán
"Angular 4 - Concepts, Code and Collective Wisdom",50,851,75,Intermediate,4,Web Development,udemy,2016,Abril,42550,English
Learn E-Commerce Website in PHP & MySQL From Scratch!,0,29990,87,All Levels,17,Web Development,udemy,2014,Agosto,0,English
JavaScript Game Development: Create Your Own Breakout Game,0,10179,21,All Levels,1,Web Development,udemy,2016,Septiembre,0,English
HTML and HTML5 For Beginners 2016,200,563,32,All Levels,3,Web Development,udemy,2016,Agosto,112600,Deutsch
A Very Complete Introduction To Laravel,20,2320,43,All Levels,6,Web Development,udemy,2014,Agosto,46400,English
"Learn to code, Become a Web Developer and Master JavaScript!",200,2353,91,All Levels,10,Web Development,udemy,2015,Enero,470600,English
Serverless Architecture on Amazon Web Services,0,13210,8,Intermediate,0,Web Development,udemy,2016,Noviembre,0,English
jQuery Essentials: Learn the Fundamental of jQuery,20,1004,40,All Levels,3,Web Development,udemy,2016,Agosto,20080,English
Expert Guide : Mastering Functions in JavaScript !,195,3015,19,All Levels,2,Web Development,udemy,2015,Junio,587925,English
Learn Angular 4 from Scratch,0,8693,11,Introductory,1,Web Development,udemy,2017,Mayo,0,English
Discover HTML Essential guide to HTML how to create webpages,85,8711,22,Introductory,1,Web Development,udemy,2015,Octubre,740435,English
HTML5 and CSS3 for beginners: Create a Website from Scratch,200,9945,43,Introductory,2,Web Development,udemy,2017,Febrero,1989000,English
Introduction to Web Development,20,18143,15,Introductory,2,Web Development,udemy,2013,Octubre,362860,English
jQuery Fundamentals Powerful Bootcamp for beginners,150,13882,47,All Levels,3,Web Development,udemy,2015,Agosto,2082300,English
The Complete HTML & CSS Course - From Novice To Professional,195,57422,84,All Levels,7,Web Development,udemy,2015,Julio,11197290,English
JavaScript Basics Web Development Building Blocks,95,10179,17,Introductory,1,Web Development,udemy,2015,Agosto,967005,English
Bootstrap unleash the power faster & easier web development,150,18101,68,All Levels,5,Web Development,udemy,2015,Agosto,2715150,English
JavaScript Design Patterns: 20 Patterns for Expert Code,95,2789,26,Advanced,3,Web Development,udemy,2015,Noviembre,264955,English
Fix Google's New 'Not Secure' Warning with Let's Encrypt!,95,1437,20,Introductory,1,Web Development,udemy,2017,Marzo,136515,English
JavaScript for Beginners Welcome to learning JavaScript,50,10864,26,Introductory,2,Web Development,udemy,2016,Febrero,543200,English
Benefits of Thinking Mobile First Future of Website Design,75,14254,20,Introductory,1,Web Development,udemy,2015,Mayo,1069050,English
Javascript from Beginner to Advanced Level,195,6134,50,Introductory,6,Web Development,udemy,2016,Diciembre,1196130,English
AJAX Development,20,7867,23,All Levels,3,Web Development,udemy,2012,Mayo,157340,nl
Interaction Design Specialist For Web Developers,95,8594,18,All Levels,2,Web Development,udemy,2016,Julio,816430,English
PHP Security,50,1892,24,All Levels,2,Web Development,udemy,2016,Junio,94600,English
The Bubble Course - Create Complete Web Apps without Coding,30,3960,47,Introductory,4,Web Development,udemy,2016,Julio,118800,English
The Complete HTML5 & CSS3 Course Build Professional Websites,195,10518,57,All Levels,4,Web Development,udemy,2015,Agosto,2051010,English
CSS Web Development Crash Course,20,10008,26,Introductory,2,Web Development,udemy,2016,Diciembre,200160,English
Mastering DevOps,100,1023,38,Intermediate,6,Web Development,udemy,2016,Octubre,102300,no
Building Websites Create a fully functional Web contact form,200,3392,19,Introductory,1,Web Development,udemy,2016,Octubre,678400,English
Create a Dynamic User Registration Form from scratch,100,7213,38,Introductory,3,Web Development,udemy,2016,Enero,721300,English
A 13 Hour SQL Server 2014 /ASP.NET/CSS/C#/jQuery Course,35,4183,86,Intermediate,14,Web Development,udemy,2014,Octubre,146405,English
HTML Workshop,20,25854,17,All Levels,2,Web Development,udemy,2012,Abril,517080,English
Python for Beginners: Python Programming Language | Tutorial,150,6153,84,Introductory,5,Web Development,udemy,2015,Junio,922950,English
Creating Animations using HTML5 Canvas,25,4010,12,All Levels,1,Web Development,udemy,2016,Junio,100250,English
Bootstrap 4: Exploring New Features,75,5022,13,All Levels,1,Web Development,udemy,2016,Mayo,376650,English
Bootstrap 3 -> Profitable WordPress Theme Development!,40,5547,40,All Levels,3,Web Development,udemy,2014,Octubre,221880,English
Intro to Git,20,2532,30,Introductory,1,Web Development,udemy,2016,Junio,50640,Italiano
WordPress Domination #2: Leads & Scarcity,95,2362,13,Introductory,1,Web Development,udemy,2017,Enero,224390,English
Learn How to Manage & Customize  Web Sites By Drupal CMS,140,7741,36,All Levels,2,Web Development,udemy,2016,Diciembre,1083740,English
Using Modern JavaScript Today,50,1658,68,Intermediate,16,Web Development,udemy,2016,Enero,82900,English
Up and Running with jQuery,0,3324,19,All Levels,5,Web Development,udemy,2017,Febrero,0,English
Learn How To Build A Professional Web Site By Using Joomla,70,7184,29,All Levels,4,Web Development,udemy,2016,Agosto,502880,English
Power up HTML5 with JavaScript,100,4442,28,Introductory,2,Web Development,udemy,2016,Marzo,444200,English
Node Package Manager Course: Build and Publish NPM Modules,30,7196,38,All Levels,6,Web Development,udemy,2017,Junio,215880,English
WordPress Look and Feel with Themes,25,2371,12,Introductory,1,Web Development,udemy,2016,Septiembre,59275,English
PHP with Laravel for beginners - Become a Master in Laravel,150,8496,308,All Levels,29,Web Development,udemy,2016,Abril,1274400,English
JavaScript 2017: Become Top Rated Web Developer,115,1346,32,All Levels,3,Web Development,udemy,2017,Mayo,154790,English
The Complete Web Developer Bootcamp - Beginner to Expert,190,14103,197,All Levels,21,Web Development,udemy,2015,Enero,2679570,English
Full-Stack Web Apps with Meteor and React,85,3295,162,All Levels,31,Web Development,udemy,2016,Noviembre,280075,English
Angular 4: From Theory to Practice & FREE E-Book,200,4375,129,Intermediate,15,Web Development,udemy,2016,Noviembre,875000,English
The Complete Sass & SCSS Course: From Beginner to Advanced,195,12021,41,All Levels,4,Web Development,udemy,2016,Febrero,2344095,English
Become a Certified Web Developer,100,26673,185,All Levels,12,Web Development,udemy,2011,Diciembre,2667300,English
Become a Web Developer from Scratch,120,69186,197,All Levels,27,Web Development,udemy,2011,Noviembre,8302320,English
Ultimate Angular 4 (previously Angular 2) with Bootstrap 4,50,11384,80,All Levels,5,Web Development,udemy,2016,Septiembre,569200,English
The Ultimate Beginner's Guide to Django,200,2390,82,Introductory,9,Web Development,udemy,2016,Diciembre,478000,English
React JS - Mastering Redux,100,7059,58,All Levels,5,Web Development,udemy,2017,Junio,705900,English
Professional Ruby on Rails Developer with Rails 5,200,3179,174,All Levels,20,Web Development,udemy,2017,Febrero,635800,English
"Ruby on Rails 5 - BDD, RSpec and Capybara",200,1870,145,All Levels,14,Web Development,udemy,2016,Octubre,374000,English
Back to School Web Development and Programming Bundle,200,18170,779,Introductory,44,Web Development,udemy,2013,Agosto,3634000,English
Complete ASP NET MVC Web Development - Newbie to Ninja!,195,6073,66,All Levels,9,Web Development,udemy,2014,Noviembre,1184235,nl
The Complete DevOps Engineer Course 2.0 - Java & Kubernetes,195,5335,117,All Levels,14,Web Development,udemy,2016,Agosto,1040325,English
All about NodeJS,50,8755,133,All Levels,15,Web Development,udemy,2014,Diciembre,437750,English
How To Create A Wordpress Website 2016 | NEW Divi Theme 3.0!,40,4144,43,Introductory,5,Web Development,udemy,2016,Octubre,165760,English
The Complete jQuery Course - From Beginner to Professional!,200,6420,188,All Levels,22,Web Development,udemy,2016,Junio,1284000,English
Build a complete Fiverr clone with Node + Algolia + Paypal,30,1741,87,All Levels,9,Web Development,udemy,2017,Mayo,52230,English
The Ultimate Web Development Course,50,9881,136,All Levels,12,Web Development,udemy,2013,Agosto,494050,English
React From The Ground Up,150,3252,62,All Levels,12,Web Development,udemy,2016,Mayo,487800,English
Javascript for Beginners Learn by Doing Practical Exercises,100,5089,29,All Levels,3,Web Development,udemy,2015,Enero,508900,English
8 Beautiful Ruby on Rails Apps in 30 Days & TDD - Immersive ,100,5962,132,All Levels,16,Web Development,udemy,2016,Marzo,596200,English
Wordpress Website Mastery 2017,0,5181,22,Introductory,2,Web Development,udemy,2017,Enero,0,English
How To Make an eCommerce Website With Wordpress 2017,0,3493,26,Introductory,4,Web Development,udemy,2017,Mayo,0,English
Mastering ASP.NET MVC 5 From Scratch Using C#,50,417,109,All Levels,13,Web Development,udemy,2016,Diciembre,20850,English
Start Web Development with GIS Map in JavaScript,60,1599,49,All Levels,3,Web Development,udemy,2016,Febrero,95940,English
Learn to Build Websites using Twitter Bootstrap,0,15134,12,All Levels,2,Web Development,udemy,2014,Abril,0,English
Web Development Tools the Pros Use: Code Productivity Hacks,30,2596,39,Introductory,4,Web Development,udemy,2015,Octubre,77880,English
WordPress : An Overview,45,1783,15,Introductory,0,Web Development,udemy,2015,Febrero,80235,af
Create Startup Landing Page with Viral Marketing Strategies,0,12974,13,Introductory,1,Web Development,udemy,2015,Enero,0,English
JavaScript : JavaScript Awesomeness,25,785,25,Introductory,1,Web Development,udemy,2016,Septiembre,19625,Catalán
Mastering CSS 3.0 Selectors,0,4115,13,Intermediate,2,Web Development,udemy,2017,Febrero,0,English
WordPress Backup And Restore Fundamentals,0,13242,24,Intermediate,1,Web Development,udemy,2014,Junio,0,Deutsch
Learn HTML and CSS to make a Website,20,1154,71,Introductory,6,Web Development,udemy,2016,Enero,23080,English
1 Hour HTML,200,16212,20,Introductory,1,Web Development,udemy,2013,Julio,3242400,English
Angular 2 Crash Course with TypeScript,100,16409,74,All Levels,4,Web Development,udemy,2016,Junio,1640900,English
Boost your website speed without any coding!,50,1337,12,All Levels,1,Web Development,udemy,2017,Mayo,66850,English
Professional Rails Code Along,40,1469,120,Intermediate,19,Web Development,udemy,2016,Agosto,58760,English
ASP.NET Web API 2 Hands-On,20,2660,16,All Levels,1,Web Development,udemy,2016,Junio,53200,Deutsch
Create a MEAN App by Example - Full Stack Course,50,421,33,Intermediate,3,Web Development,udemy,2017,Mayo,21050,English
The Original Complete Web Developer Course.,20,31070,195,Introductory,18,Web Development,udemy,2012,Octubre,621400,English
Angular 2 From The Ground Up,30,1737,87,All Levels,11,Web Development,udemy,2016,Junio,52110,English
Complete Web Development Course + Building 5 Websites!,200,11492,118,All Levels,24,Web Development,udemy,2016,Marzo,2298400,English
WP Plugin Development - Build your own plugin!,200,5439,24,Introductory,4,Web Development,udemy,2017,Junio,1087800,English
Sass: From Beginner to Advanced,40,8059,39,All Levels,2,Web Development,udemy,2016,Julio,322360,English
Build Flat Responsive Website from Scratch - Complete Course,35,12105,54,All Levels,7,Web Development,udemy,2013,Diciembre,423675,English
Wordpress for Beginners - Build a Live Website from Scratch,20,3877,15,Introductory,1,Web Development,udemy,2015,Septiembre,77540,English
"Essential JavaScript, jQuery and AngularJS Training",30,2919,70,Intermediate,7,Web Development,udemy,2015,Julio,87570,English
The Pro Ruby on Rails Starter,45,2409,19,Introductory,2,Web Development,udemy,2015,Marzo,108405,English
Unit Testing AngularJS: Build Bugfree Apps That Always Work!,25,2083,23,All Levels,2,Web Development,udemy,2016,Enero,52075,English
WordPress Blog : Create a WordPress Website for Beginners,20,2076,20,Introductory,2,Web Development,udemy,2017,Febrero,41520,English
Introduction to HTML5 Canvas basics of drawing,200,2918,17,Introductory,1,Web Development,udemy,2016,Marzo,583600,English
"Thoughtful Web Development Course: HTML, Vue.js, PHP, MySQL",200,842,536,All Levels,25,Web Development,udemy,2016,Octubre,168400,English
Kids Coding - Beginners CSS,100,7130,17,All Levels,1,Web Development,udemy,2013,Julio,713000,Deutsch
PHP & MySQL - Learn The Easy Way. Master PHP & MySQL Quickly,50,5549,143,All Levels,15,Web Development,udemy,2012,Diciembre,277450,English
Learning Path: Magento: Master and Test Magento 2 with Ease,200,155,37,Advanced,6,Web Development,udemy,2017,Mayo,31000,English
The Complete hapiJS Course - Go From Beginner To Advanced!,195,1697,54,All Levels,6,Web Development,udemy,2016,Julio,330915,English
Ruby On Rails For Web Development,195,2526,24,Introductory,5,Web Development,udemy,2014,Diciembre,492570,English
Create eye-catching WordPress website from scratch,30,2342,19,Introductory,4,Web Development,udemy,2016,Diciembre,70260,English
Become A Web Developer And Seller - Build Websites With HTML,200,21730,35,Introductory,2,Web Development,udemy,2013,Octubre,4346000,English
WordPress Tips and Tricks,200,1117,37,Intermediate,2,Web Development,udemy,2017,Junio,223400,English
HTML Tutorials : HTML Code for Website Creating,20,2401,27,All Levels,3,Web Development,udemy,2017,Febrero,48020,English
Complete HTML5 and CSS3 Course +1 Start to Finish Project,200,3887,94,All Levels,8,Web Development,udemy,2015,Septiembre,777400,English
Web Development With HTML CSS BOOTSTRAP JQUERY for Beginners,35,1156,59,Introductory,5,Web Development,udemy,2017,Mayo,40460,English
HTML5 Specialist: Comprehensive HTML5 Training,100,1385,83,All Levels,5,Web Development,udemy,2016,Junio,138500,English
CSS and CSS3 For Absolute Beginners,75,10890,33,Introductory,5,Web Development,udemy,2013,Noviembre,816750,Deutsch
Build a Complete JQuery Plugin (Image Pop-up Dialog),20,1126,12,All Levels,1,Web Development,udemy,2017,Febrero,22520,English
How to create HTML Forms,30,3652,7,Introductory,0,Web Development,udemy,2016,Abril,109560,English
ReactJS and Flux: Learn By Building 10 Projects,60,1723,60,All Levels,11,Web Development,udemy,2016,Febrero,103380,English
How To Make A Business Website In 1 Day With Wix FAST & EASY,20,3759,25,Introductory,4,Web Development,udemy,2016,Abril,75180,English
PHP Date and Time Course by Edwin Diaz,40,1653,14,All Levels,1,Web Development,udemy,2016,Mayo,66120,English
Start Your Own Forum Website in 15 Minutes ,40,5387,15,All Levels,1,Web Development,udemy,2015,Enero,215480,English
Hit the ground running with AngularJS with Dion Yang,100,4563,13,All Levels,1,Web Development,udemy,2015,Noviembre,456300,English
Learn CSS Transition and Animation ,100,3757,20,All Levels,1,Web Development,udemy,2015,Mayo,375700,English
Learn JavaScript from scratch,20,4193,44,Introductory,2,Web Development,udemy,2015,Julio,83860,English
WordPress for Beginners - Tutorial - From Novice to Know-How,20,3694,39,Introductory,4,Web Development,udemy,2015,Agosto,73880,English
RESTful API with Laravel,45,1905,57,All Levels,6,Web Development,udemy,2015,Febrero,85725,English
Learn Ruby on Rails for Absolute Beginners,195,2875,36,All Levels,4,Web Development,udemy,2015,Octubre,560625,English
JavaScript Tutorial,180,613,37,All Levels,4,Web Development,udemy,2016,Octubre,110340,ro
Shopping Cart Website from Scratch Ecommerce,200,633,54,Introductory,4,Web Development,udemy,2016,Noviembre,126600,English
Learn By Example: Angular JS,50,1515,60,All Levels,7,Web Development,udemy,2016,Agosto,75750,English
The Complete front end web developer Bootcamp - 14 projects,200,900,126,All Levels,18,Web Development,udemy,2016,Agosto,180000,English
WordPress LMS: E-Learning Website Made Easy,20,2382,16,All Levels,1,Web Development,udemy,2015,Julio,47640,English
Create An HTML5 Video Player From Scratch,0,32260,12,Introductory,1,Web Development,udemy,2014,Septiembre,0,English
In Depth Web Development Made Easy,25,3249,60,All Levels,6,Web Development,udemy,2015,Octubre,81225,nl
Jquery :basics for beginners,50,1274,15,All Levels,0,Web Development,udemy,2016,Septiembre,63700,English
Web Development By Doing: HTML / CSS From Scratch,0,72932,21,Introductory,1,Web Development,udemy,2013,Septiembre,0,English
Build Your First Website in 1 Week with HTML5 and CSS3,0,120291,30,Introductory,3,Web Development,udemy,2014,Abril,0,English
"ASP.NET Core MVC, Quick and Practical",20,387,30,Intermediate,2,Web Development,udemy,2017,Abril,7740,English
Better way towards CSS using Less and Sass,20,2227,26,All Levels,1,Web Development,udemy,2016,Febrero,44540,English
JavaScript Complete for beginners with real world Apps,120,2652,40,All Levels,3,Web Development,udemy,2016,Febrero,318240,English
Creating a Responsive HTML Email,20,2520,34,All Levels,1,Web Development,udemy,2013,Agosto,50400,English
Angular 2 Demystified,20,3150,49,All Levels,3,Web Development,udemy,2015,Mayo,63000,English
Learn HTML Fast and Easy!,20,4011,17,Introductory,1,Web Development,udemy,2015,Agosto,80220,English
How To Setup a Micro-Blog in 3 Easy Steps,25,6937,7,All Levels,1,Web Development,udemy,2015,Marzo,173425,English
Ruby on Rails for Complete Beginners,35,4839,84,Introductory,4,Web Development,udemy,2015,Noviembre,169365,English
Wordpress for Non-Technical People,150,2346,65,Introductory,4,Web Development,udemy,2016,Noviembre,351900,English
ASP NET CORE - ANGULAR 2 E-Commerce App,200,897,171,All Levels,13,Web Development,udemy,2017,Enero,179400,English
Introductory JavaScript Made Easy Training Tutorial,20,9381,131,Introductory,11,Web Development,udemy,2014,Octubre,187620,English
Become a Heroku Rails Ninja: Expert Level Deployment Tools,50,7090,30,Intermediate,8,Web Development,udemy,2014,Febrero,354500,nl
Complete RESPONSIVE Website Design with HTML5 & CSS3,20,2204,97,Introductory,9,Web Development,udemy,2017,Febrero,44080,English
Pimcore Developer: Implement a Blog from a Bootstrap Theme,95,1212,39,All Levels,4,Web Development,udemy,2017,Enero,115140,English
Inspirational Web Development - A Beginner Approach -,20,5328,28,Introductory,3,Web Development,udemy,2016,Enero,106560,English
"Learn HTML, A practical guide from scratch to HTML 5",100,5715,31,All Levels,3,Web Development,udemy,2015,Abril,571500,English
JavaScript Tutorial: Learn JavaScript Code for Beginners,20,2074,22,Introductory,1,Web Development,udemy,2017,Marzo,41480,English
Website Secrets: Get a Gorgeous Website on the Cheap,50,12328,32,All Levels,2,Web Development,udemy,2014,Julio,616400,English
Ultimate WordPress Plugin Course,100,4537,49,All Levels,9,Web Development,udemy,2015,Agosto,453700,English
PHP for Beginners: How to Build an E-Commerce Store,100,5117,138,All Levels,14,Web Development,udemy,2015,Julio,511700,English
"Build Realtime Apps | React Js, Golang & RethinkDB",60,3854,48,All Levels,3,Web Development,udemy,2016,Enero,231240,English
"Master Electron: Desktop Apps using HTML, JavaScript & CSS",165,1902,47,Intermediate,5,Web Development,udemy,2017,Marzo,313830,English
The Complete Web Developer Masterclass: Beginner To Advanced,195,37141,316,All Levels,51,Web Development,udemy,2016,Mayo,7242495,English
Mastering Micro Services Using Java Spring Boot,195,1649,25,All Levels,2,Web Development,udemy,2017,Mayo,321555,English
How to Create A Website: An HTML Tutorial and CSS Tutorial,65,3012,330,All Levels,32,Web Development,udemy,2016,Septiembre,195780,English
The Advanced Web Developer Course,100,6890,90,Intermediate,10,Web Development,udemy,2015,Junio,689000,English
Projects in MongoDB - Learn MongoDB Building Projects,50,4628,93,All Levels,12,Web Development,udemy,2015,Septiembre,231400,English
Learning JavaScript Programming Tutorial. A Definitive Guide,50,17113,93,All Levels,9,Web Development,udemy,2012,Noviembre,855650,English
"The Complete JavaScript, HTML and CSS Tutorial For Beginners",35,244,21,Introductory,3,Web Development,udemy,2017,Junio,8540,English
"Build Modern Responsive Website With HTML5, CSS3 & Bootstrap",195,1472,110,All Levels,13,Web Development,udemy,2017,Febrero,287040,English
The Complete JavaScript Course For Web Development Beginners,195,31499,46,All Levels,4,Web Development,udemy,2015,Diciembre,6142305,English
Email Marketing: Send Unlimited Emails via Own Mail Server,35,3539,20,Introductory,1,Web Development,udemy,2017,Abril,123865,English
Getting started with JavaScript,200,1415,23,Introductory,1,Web Development,udemy,2017,Junio,283000,English
Learn the basics of the Web development: Coding Tactics,40,2965,30,Introductory,2,Web Development,udemy,2017,Abril,118600,English
RESTful API with Laravel 5.4: Definitive Guide,145,655,195,All Levels,12,Web Development,udemy,2017,Abril,94975,English
Learn AngularJS Step By Step,20,18777,21,Intermediate,1,Web Development,udemy,2015,Julio,375540,English
Learn React : The World's Most Lucrative JavaScript Library,50,1591,74,Introductory,9,Web Development,udemy,2017,Febrero,79550,English
Master Regular Expressions from scratch - All languages,70,1925,38,All Levels,2,Web Development,udemy,2017,Abril,134750,English
Try AngularJS: Beginner's Guide to Front End Web Development,50,16926,33,Introductory,4,Web Development,udemy,2016,Octubre,846300,English
JavaScript Step by Step how to apply it to your web pages,100,13406,44,All Levels,1,Web Development,udemy,2015,Julio,1340600,English
Explore JavaScript Beginners Guide to Coding JavaScript,200,5739,29,Introductory,2,Web Development,udemy,2017,Marzo,1147800,English
Learn Web Scraping with Node.js,75,16731,10,All Levels,1,Web Development,udemy,2015,Diciembre,1254825,English
Getting Started with WordPress 2016,20,1613,20,Introductory,1,Web Development,udemy,2016,Abril,32260,English
Learn HTML5 Programming From Scratch,0,268923,45,All Levels,10,Web Development,udemy,2013,Febrero,0,English
Getting Started with LESS - Beginner Crash Course,25,1780,21,Introductory,1,Web Development,udemy,2015,Febrero,44500,English
Master ECMAScript 2015 (ES6),0,7438,37,All Levels,2,Web Development,udemy,2016,Noviembre,0,Deutsch
Learn to Setup Websites from Scratch,0,21087,24,Introductory,3,Web Development,udemy,2014,Abril,0,English
Create Fast RESTful APIs with Lumen and Homestead by Laravel,60,1157,31,All Levels,3,Web Development,udemy,2015,Octubre,69420,English
"Build Modern Websites Quick With HTML,CSS and Bootstrap",20,912,48,Introductory,4,Web Development,udemy,2016,Octubre,18240,English
Twitter Integration customize Tweets with developer API,115,2039,19,All Levels,1,Web Development,udemy,2015,Diciembre,234485,English
Build a Responsive Website with a Modern Flat Design,0,16527,17,All Levels,2,Web Development,udemy,2014,Marzo,0,English
The Ultimate WordPress Boot Camp: Build 7 Websites,125,1000,140,Intermediate,11,Web Development,udemy,2016,Febrero,125000,English
Master the Basics of HTML5 & CSS3: Beginner Web Development,0,26541,38,Introductory,3,Web Development,udemy,2015,Mayo,0,English
