nombre,ventas_q,formato,institucion,nivel,tema,idioma,precio,duracion,plataforma,ventas_usd
Introduction to Open Source Networking Technologies,17436,Self-paced on your time,The Linux Foundation,Introductory,Computer Science,English,169,42,edx,2946684
Deep Learning Essentials,5018,Self-paced on your time,Université de Montréal,Intermediate,Computer Science,English,149,20,edx,747682
Estadística Aplicada a los Negocios,25295,Self-paced on your time,Universidad Galileo,Introductory,Data Analysis & Statistics,Español,49,25,edx,1239455
"English for Journalists, Part 2",22814,Self-paced on your time,"University of California, Berkeley",Intermediate,Communication,English,49,15,edx,1117886
Teaching & Learning in the Diverse Classroom,7104,Instructor-led on a course schedule,Cornell University,Introductory,Education & Teacher Training,English,99,10,edx,703296
Fundamentals of Microeconomics | Fundamentos de Microeconomía,18456,Self-paced on your time,Universidad Carlos III de Madrid,Introductory,Social Sciences,English,129,14,edx,2380824
Migrating to the AWS Cloud,0,Self-paced on your time,Amazon Web Services,Intermediate,Computer Science,English,49,8,edx,0
IoT Networks and Protocols,22136,Self-paced on your time,Curtin University,Introductory,Computer Science,English,199,20,edx,4405064
"American Prophet: The Inner Life and Global Vision of Martin Luther King, Jr.",0,Self-paced on your time,Stanford University,Introductory,History,English,50,22,edx,0
China’s First Empires and the Rise of Buddhism,46053,Self-paced on your time,Harvard University,Introductory,History,English,139,15,edx,6401367
Apnea y Trastornos del Sueño,14902,Self-paced on your time,Pontificia Universidad Javeriana,Introductory,Health & Safety,Español,49,90,edx,730198
Educación sobre el cambio climático,23253,Self-paced on your time,Inter-American Development Bank,Introductory,Education & Teacher Training,Español,25,40,edx,581325
Quantum Mechanics: A First Course,0,Instructor-led on a course schedule,Massachusetts Institute of Technology,Advanced,Physics,English,149,180,edx,0
Urban Sewage Treatment,40408,Self-paced on your time,Delft University of Technology,Intermediate,Engineering,English,50,42,edx,2020400
Doing Gender and Why it Matters,6826,Self-paced on your time,University of Hong Kong,Introductory,Social Sciences,English,99,6,edx,675774
Producción musical y su efecto en la composición,7869,Self-paced on your time,Berklee College of Music,Introductory,Music,Español,49,18,edx,385581
"Principle of Semiconductor Devices Part I: Semiconductors, PN Junctions and Bipolar Junction Transistors",12425,Self-paced on your time,The Hong Kong University of Science and Technology,Intermediate,Electronics,English,70,16,edx,869750
"19th-Century Opera: Meyerbeer, Wagner, & Verdi",9340,Self-paced on your time,Harvard University,Introductory,Music,English,99,18,edx,924660
Modelos predictivos con Machine Learning,5102,Self-paced on your time,Universidades Anáhuac,Intermediate,Computer Science,Español,49,24,edx,249998
Quantitative Marketing Research,0,Self-paced on your time,Indian Institute of Management Bangalore,Introductory,Business & Management,English,50,15,edx,0
Les fondements de la stratégie d’entreprise,33021,Instructor-led on a course schedule,Université catholique de Louvain,Introductory,Business & Management,Français,150,30,edx,4953150
Solar Energy: Integration of Photovoltaic Systems in Microgrids,20068,Instructor-led on a course schedule,Delft University of Technology,Advanced,Engineering,English,250,90,edx,5017000
"Automated Software Testing: Unit Testing, Coverage Criteria and Design for Testability",12630,Self-paced on your time,Delft University of Technology,Intermediate,Computer Science,English,99,15,edx,1250370
Probability and Statistics I:  A Gentle Introduction to Probability,0,Self-paced on your time,The Georgia Institute of Technology,Intermediate,Data Analysis & Statistics,English,199,18,edx,0
Introducción a las ecuaciones diferenciales,9868,Self-paced on your time,Universidad Galileo,Intermediate,Math,Español,49,28,edx,483532
Agile Mindset Introduction,0,Self-paced on your time,Rolls-Royce,Introductory,Data Analysis & Statistics,English,49,2,edx,0
Tropical coastal ecosystems,23031,Self-paced on your time,The University of Queensland,Introductory,Biology & Life Sciences,English,99,36,edx,2280069
Modern China’s Foundations: The Manchus and the Qing,47166,Self-paced on your time,Harvard University,Introductory,History,English,139,15,edx,6556074
El método de ciencia de datos,0,Self-paced on your time,IBM,Introductory,Data Analysis & Statistics,Español,39,21,edx,0
AWS Developer: Deploying on AWS,25244,Self-paced on your time,Amazon Web Services,Advanced,Computer Science,English,149,18,edx,3761356
Autonomous Mobile Robots,62362,Self-paced on your time,ETH Zurich,Intermediate,Computer Science,English,50,60,edx,3118100
Gestión por resultados para gobiernos subnacionales,65955,Self-paced on your time,Inter-American Development Bank,Introductory,Business & Management,Español,25,30,edx,1648875
Introduction to Sociology,10412,Self-paced on your time,The University of Texas of the Permian Basin,Introductory,Social Sciences,English,139,24,edx,1447268
Transformación digital en las empresas,0,Self-paced on your time,Pontificia Universidad Javeriana,Introductory,Business & Management,Español,49,35,edx,0
Desafios e oportunidades na economia digital,6913,Self-paced on your time,Inter-American Development Bank,Introductory,Economics & Finance,Português,25,20,edx,172825
"Cellular Solids Part 1: Structures, Properties and Engineering Applications",7186,Self-paced on your time,Massachusetts Institute of Technology,Advanced,Engineering,English,99,99,edx,711414
Introduction to Statistical Methods for Gene Mapping,15419,Self-paced on your time,Kyoto University,Advanced,Data Analysis & Statistics,English,49,8,edx,755531
Cómo vivir una vida saludable y activa,8990,Self-paced on your time,Universidad Autónoma de Madrid,Introductory,Social Sciences,Español,49,15,edx,440510
Mandarin Chinese Level 3,8418,Self-paced on your time,MandarinX,Intermediate,Language,English,149,24,edx,1254282
Databases: Advanced Topics in SQL,0,Self-paced on your time,Stanford University,Introductory,Computer Science,English,50,16,edx,0
Data for Effective Policy Making,13797,Self-paced on your time,Inter-American Development Bank,Introductory,Math,English,25,30,edx,344925
C Programming: Using Linux Tools and Libraries,13912,Self-paced on your time,Dartmouth_IMTx-Dartmouth College-IMT,Intermediate,Computer Science,English,49,28,edx,681688
Lernen objekt-orientierter Programmierung,10657,Instructor-led on a course schedule,Technische Universität München,Introductory,Computer Science,Deutsch,49,18,edx,522193
Cybersecurity: The CISO's View,21507,Self-paced on your time,University of Washington,Introductory,Computer Science,English,199,12,edx,4279893
Fundamentals of Java EE Development,10129,Self-paced on your time,Red Hat,Intermediate,Computer Science,English,99,7,edx,1002771
"Instructional Design: Digital Media, New Tools and Technology",16419,Self-paced on your time,University System of Maryland-University of Maryland Global Campus,Intermediate,Education & Teacher Training,English,299,64,edx,4909281
Molecular Biology – Part 3: RNA Processing and Translation,16520,Self-paced on your time,Massachusetts Institute of Technology,Advanced,Biology & Life Sciences,English,99,32,edx,1635480
Power and Responsibility: Doing Philosophy with Superheroes,8517,Self-paced on your time,The Smithsonian Institution,Introductory,Art & Culture,English,49,5,edx,417333
Aprendizaje automático y ciencia de datos,13994,Self-paced on your time,Universitat Politècnica de Valencia,Intermediate,Computer Science,Español,50,20,edx,699700
Sustainable Urban Freight Transport: A Global Perspective,7769,Self-paced on your time,Delft University of Technology,Introductory,Engineering,English,50,20,edx,388450
MathTrackX: Statistics,0,Self-paced on your time,University of Adelaide,Introductory,Math,English,79,12,edx,0
Técnicas Cuantitativas y Cualitativas para la Investigación,29885,Self-paced on your time,Universitat Politècnica de Valencia,Intermediate,Data Analysis & Statistics,Español,65,12,edx,1942525
Strategic Applications of IT Project & Program Management,17914,Self-paced on your time,University of Washington,Introductory,Business & Management,English,199,12,edx,3564886
Advanced Bioconductor,26063,Self-paced on your time,Harvard University,Advanced,Data Analysis & Statistics,English,149,8,edx,3883387
What Every Provider Should Know: Clinical Fundamentals,0,Self-paced on your time,Stanford University,Introductory,Medicine,English,50,40,edx,0
Análisis e interpretación de información económica y financiera,5891,Self-paced on your time,Pontificia Universidad Javeriana,Intermediate,Economics & Finance,Español,49,30,edx,288659
AWS IoT: Developing and Deploying an Internet of Things,8884,Self-paced on your time,Amazon Web Services,Intermediate,Computer Science,English,99,8,edx,879516
Measuring Sustainable Development,0,Self-paced on your time,SDG Academy,Intermediate,Data Analysis & Statistics,English,25,5,edx,0
Embedded Systems - Shape The World: Multi-Threaded Interfacing,27814,Self-paced on your time,The University of Texas at Austin,Intermediate,Computer Science,English,49,64,edx,1362886
Hong Kong Cinema through a Global Lens | 全球化下的香港电影,12458,Instructor-led on a course schedule,University of Hong Kong,Introductory,Humanities,English,50,24,edx,622900
Image Processing and Analysis for Life Scientists,8621,Self-paced on your time,École polytechnique fédérale de Lausanne,Intermediate,Data Analysis & Statistics,English,199,14,edx,1715579
La protección del menor,7654,Self-paced on your time,Universidad Autónoma de Madrid,Introductory,Law,Español,49,15,edx,375046
Globalization: Past and Future,10127,Self-paced on your time,SDG Academy,Introductory,History,English,25,8,edx,253175
Star Trek: Inspiring Culture and Technology,6521,Self-paced on your time,The Smithsonian Institution,Introductory,History,English,40,7,edx,260840
Qué funciona en educación: políticas educativas basadas en evidencia,15701,Self-paced on your time,Inter-American Development Bank,Introductory,Education & Teacher Training,Español,25,30,edx,392525
"Introduction to Cloud Development with HTML5, CSS3, and JavaScript",0,Self-paced on your time,IBM,Introductory,Computer Science,English,99,4,edx,0
Tools for Academic Engagement in Public Policy,5035,Self-paced on your time,Massachusetts Institute of Technology,Introductory,Communication,English,199,3,edx,1001965
Theory of Change for Development,10736,Self-paced on your time,Wits University,Introductory,Social Sciences,English,199,21,edx,2136464
Monozukuri: Making Things,0,Self-paced on your time,Tokyo Institute of Technology,Introductory,Engineering,English,49,4,edx,0
Drug Discovery & Medicinal Chemistry,0,Self-paced on your time,Davidson College,Intermediate,Medicine,English,99,25,edx,0
Digital Biomaterials,0,Self-paced on your time,University of Hong Kong,Introductory,Medicine,English,149,8,edx,0
Natural Resources for Sustainable Development,9668,Self-paced on your time,SDG Academy,Intermediate,Energy & Earth Sciences,English,49,48,edx,473732
Omnichannel Strategy and Management,15860,Self-paced on your time,Dartmouth College,Intermediate,Business & Management,English,99,12,edx,1570140
General Overview of Cannabis and the Industry’s Outlook and Professions,5048,Self-paced on your time,Doane University,Introductory,Environmental Studies,English,199,20,edx,1004552
Amazon SageMaker: Simplifying Machine Learning Application Development,11765,Self-paced on your time,Amazon Web Services,Intermediate,Computer Science,English,99,8,edx,1164735
Formulación y nomenclatura de compuestos químicos,12748,Self-paced on your time,Universitat Politècnica de Valencia,Introductory,Chemistry,Español,49,18,edx,624652
Introducción a la factura electrónica,5829,Self-paced on your time,LOGYCA,Intermediate,Economics & Finance,Español,49,12,edx,285621
Demand and Supply Analytics,23585,Instructor-led on a course schedule,Columbia University,Intermediate,Business & Management,English,249,96,edx,5872665
Advanced Algorithmics and Graph Theory with Python,13502,Self-paced on your time,IMT,Intermediate,Computer Science,English,49,12,edx,661598
Modern Japanese Architecture Part 1: From Meiji Restoration to the Pacific War,0,Self-paced on your time,Tokyo Institute of Technology,Intermediate,Architecture,English,59,15,edx,0
Diagramas UML estructurales para la Ingeniería del Software,5820,Self-paced on your time,Universitat Politècnica de Valencia,Introductory,Computer Science,Español,50,15,edx,291000
"A-level Mathematics for Year 12 - Course 2: Calculus, Newton’s Laws and Hypothesis Testing",6232,Self-paced on your time,Imperial College London,Intermediate,Math,English,49,14,edx,305368
Fundamentos de Mecánica para Ingeniería,14219,Self-paced on your time,Universitat Politècnica de Valencia,Introductory,Physics,Español,49,18,edx,696731
Leadership and Management for PM Practitioners in IT,21949,Self-paced on your time,University of Washington,Introductory,Business & Management,English,199,12,edx,4367851
Entrepreneurship 103: Show Me The Money,15184,Self-paced on your time,Massachusetts Institute of Technology,Introductory,Business & Management,English,300,20,edx,4555200
Historia de la ética,9383,Self-paced on your time,Universidad Carlos III de Madrid,Introductory,Philosophy & Ethics,Español,29,6,edx,272107
Drainage in Agriculture: controlling water and salt levels in the soil,0,Self-paced on your time,Wageningen University & Research,Advanced,Environmental Studies,English,49,90,edx,0
Radio para internet con Podcast: creación y conceptos básicos,6460,Self-paced on your time,Universitat Politècnica de Valencia,Introductory,Communication,Español,50,18,edx,323000
Introducción a los circuitos eléctricos,11953,Self-paced on your time,Universidad Galileo,Intermediate,Electronics,Español,49,30,edx,585697
AP® Physics 1: Challenging Concepts,12145,Self-paced on your time,Davidson Next,Introductory,Physics,English,49,16,edx,595105
Introduction to Java Programming – Part 2,71203,Self-paced on your time,The Hong Kong University of Science and Technology,Introductory,Computer Science,English,99,15,edx,7049097
AP® Macroeconomics,29433,Self-paced on your time,Davidson Next,Introductory,Economics & Finance,English,49,36,edx,1442217
Climate Change Education,12056,Self-paced on your time,Inter-American Development Bank,Introductory,Education & Teacher Training,English,25,40,edx,301400
"Introducción al griego clásico: verbos, oraciones y filosofía",0,Self-paced on your time,Universidad Autónoma de Madrid,Introductory,Language,Español,49,20,edx,0
Applied Deep Learning Capstone Project,8429,Self-paced on your time,IBM,Advanced,Data Analysis & Statistics,English,99,10,edx,834471
FinTech Ethics and Risks,10696,Self-paced on your time,University of Hong Kong,Introductory,Economics & Finance,English,199,6,edx,2128504
User Experience (UX) Design: Human Factors and Culture in Design | 设计的人因与文化,23828,Self-paced on your time,Tsinghua University,Advanced,Engineering,English,139,7,edx,3312092
The Conquest of Space: Space Exploration and Rocket Science,19926,Self-paced on your time,Universidad Carlos III de Madrid,Introductory,Engineering,English,129,21,edx,2570454
Business Strategy and Operations in a Biobased Economy,0,Self-paced on your time,Wageningen University & Research,Advanced,Business & Management,English,149,60,edx,0
What Works in Education: Evidence-Based Education Policies,5540,Self-paced on your time,Inter-American Development Bank,Introductory,Education & Teacher Training,English,25,30,edx,138500
Electric Cars: Business,14199,Self-paced on your time,Delft University of Technology,Intermediate,Business & Management,English,50,16,edx,709950
Thermodynamics of Materials,0,Self-paced on your time,Massachusetts Institute of Technology,Intermediate,Engineering,English,150,144,edx,0
Mechanics: Momentum and Energy,14846,Self-paced on your time,Massachusetts Institute of Technology,Intermediate,Physics,English,49,140,edx,727454
Co-Creating Sustainable Cities,12415,Self-paced on your time,Delft University of Technology-Wageningen University & Research-Delft University & Wageningen University,Advanced,Social Sciences,English,49,48,edx,608335
Cómo educar teniendo en cuenta la muerte,0,Self-paced on your time,Universidad Autónoma de Madrid,Introductory,Education & Teacher Training,Español,49,6,edx,0
Introduction to Animal Ethics,6608,Self-paced on your time,Kyoto University,Introductory,Philosophy & Ethics,English,49,10,edx,323792
Teamwork & Collaboration,0,Self-paced on your time,Rochester Institute of Technology,Introductory,Communication,English,199,12,edx,0
Grant Writing and Crowdfunding for Public Libraries,12853,Self-paced on your time,The University of Michigan,Introductory,Humanities,English,49,8,edx,629797
Leading Ambitious Teaching and Learning,24273,Self-paced on your time,The University of Michigan-Microsoft Education,Advanced,Education & Teacher Training,English,199,12,edx,4830327
Financing Innovative Ventures,0,Self-paced on your time,"The University of Maryland, College Park-University System of Maryland",Introductory,Business & Management,English,149,8,edx,0
"A-level Mathematics for Year 13 - Course 2: General Motion, Moments and Equilibrium, The Normal Distribution, Vectors, Differentiation Methods, Integration Methods and Differential Equations",0,Self-paced on your time,Imperial College London,Intermediate,Math,English,49,14,edx,0
Theories of Media and Technology,0,Instructor-led on a course schedule,New York University,Introductory,Art & Culture,English,249,112,edx,0
Introducción a la Estructura de la Materia,11859,Self-paced on your time,Universitat Politècnica de Valencia,Introductory,Chemistry,Español,25,12,edx,296475
"Batteries, Fuel Cells, and their Role in Modern Society",11865,Self-paced on your time,Ural Federal University,Introductory,Science,English,49,12,edx,581385
Communication Skills for Dialoguing Across Difference,60943,Self-paced on your time,Catalyst,Introductory,Communication,English,25,1,edx,1523575
Social Media: How Media Got Social,13616,Self-paced on your time,Curtin University,Introductory,Communication,English,139,8,edx,1892624
"Portfolio Management, Governance, & the PMO",17299,Self-paced on your time,University of Washington,Introductory,Business & Management,English,199,12,edx,3442501
edX101: Overview of Creating an edX Course,22327,Self-paced on your time,edX,Introductory,Education & Teacher Training,English,99,1,edx,2210373
"Soy docente, ¡qué miedo! Gestiona eficazmente tus emociones",0,Self-paced on your time,Universidad Autónoma de Madrid,Introductory,Education & Teacher Training,Español,49,12,edx,0
Data Analysis for Decision Making,8342,Instructor-led on a course schedule,"The University of Maryland, College Park-University System of Maryland",Advanced,Business & Management,English,214,56,edx,1785188
UML Class Diagrams for Software Engineering,33710,Self-paced on your time,KU Leuven University,Introductory,Computer Science,English,49,12,edx,1651790
Driving Digital Innovation through Experimentation,16904,Instructor-led on a course schedule,Boston University,Advanced,Computer Science,English,399,18,edx,6744696
Compilation Basics for Macroeconomic Statistics,6570,Self-paced on your time,The International Monetary Fund,Introductory,Data Analysis & Statistics,English,25,12,edx,164250
Seguridad Vial en América Latina y el Caribe: de la teoría a la acción,20189,Self-paced on your time,Inter-American Development Bank,Introductory,Engineering,Español,25,20,edx,504725
From Fossil Resources to Biomass: A Chemistry Perspective,5464,Self-paced on your time,Wageningen University & Research,Advanced,Energy & Earth Sciences,English,149,100,edx,814136
System Dynamics for Health Sciences,15157,Self-paced on your time,Wits University,Intermediate,Medicine,English,139,18,edx,2106823
Internet de las cosas (IoT) y Big Data,0,Self-paced on your time,Universidad del Rosario,Intermediate,Data Analysis & Statistics,Español,49,16,edx,0
Introducción a Ciencias de Datos y Estadística Básica para Negocios,0,Self-paced on your time,Tecnológico de Monterrey,Advanced,Data Analysis & Statistics,Español,49,20,edx,0
Introduction to Psychological Research Methods,17087,Self-paced on your time,The University of Queensland,Introductory,Humanities,English,99,7,edx,1691613
Sustainable Packaging in a Circular Economy,6277,Self-paced on your time,Delft University of Technology,Intermediate,Design,English,50,18,edx,313850
Design in Healthcare: Using Patient Journey Mapping,17946,Self-paced on your time,Delft University of Technology,Introductory,Design,English,129,24,edx,2315034
"El manejo de plagas, malezas y enfermedades en los Sistemas de Siembra Directa",0,Self-paced on your time,Universidad Nacional de Córdoba,Intermediate,Biology & Life Sciences,Español,99,20,edx,0
"Electronic, Optical, and Magnetic Properties of Materials",9717,Instructor-led on a course schedule,Massachusetts Institute of Technology,Advanced,Engineering,English,150,165,edx,1457550
La España del Quijote,13277,Self-paced on your time,Universidad Autónoma de Madrid,Introductory,History,Español,19,35,edx,252263
Risk Management for Projects,22269,Self-paced on your time,University of Adelaide,Introductory,Business & Management,English,199,10,edx,4431531
Smithsonian’s Objects That Define America,9071,Self-paced on your time,The Smithsonian Institution,Introductory,Humanities,English,50,5,edx,453550
Creating Modern China: The Republican Period to the Present,43045,Self-paced on your time,Harvard University,Introductory,History,English,139,15,edx,5983255
Discover Political Science,6573,Instructor-led on a course schedule,Université catholique de Louvain,Intermediate,Social Sciences,English,50,40,edx,328650
Data Science: Inferential Thinking through Simulations,17505,Self-paced on your time,"University of California, Berkeley",Introductory,Computer Science,English,199,20,edx,3483495
Programming for Data Science,41268,Self-paced on your time,University of Adelaide,Introductory,Computer Science,English,199,80,edx,8212332
Public Sector Debt Statistics,0,Self-paced on your time,The International Monetary Fund,Intermediate,Economics & Finance,English,25,36,edx,0
Sensor Fusion and Non-linear Filtering for Automotive Systems,9709,Instructor-led on a course schedule,Chalmers University of Technology,Advanced,Engineering,English,299,60,edx,2902991
Creación musical con Soundcool: Introducción,0,Self-paced on your time,Universitat Politècnica de Valencia,Introductory,Music,Español,30,20,edx,0
First Nights - Berlioz’s Symphonie Fantastique and Program Music in the 19th Century,8222,Self-paced on your time,Harvard University,Introductory,Humanities,English,49,9,edx,402878
The Quantum Internet and Quantum Computers: How Will They Change the World?,15014,Self-paced on your time,Delft University of Technology,Introductory,Science,English,50,12,edx,750700
Research Methods: An Engineering Approach,20444,Self-paced on your time,Wits University,Introductory,Engineering,English,169,16,edx,3455036
Idealismo filosófico y cosmovisiones: cómo hacer mundos con ideas,15349,Self-paced on your time,Universidad Autónoma de Madrid,Introductory,Philosophy & Ethics,Español,49,15,edx,752101
Rise to Leadership: Become a CEO,16719,Self-paced on your time,Babson College,Intermediate,Business & Management,English,199,16,edx,3327081
Building a Cybersecurity Toolkit,23275,Self-paced on your time,University of Washington,Introductory,Computer Science,English,199,12,edx,4631725
Marketing your Android apps,0,Self-paced on your time,Universidad Galileo,Intermediate,Engineering,English,49,30,edx,0
Embedded Systems Essentials with Arm: Getting Started,0,Self-paced on your time,Arm Education,Intermediate,Computer Science,English,149,18,edx,0
Life with Diabetes,12318,Self-paced on your time,Curtin University,Introductory,Medicine,English,139,15,edx,1712202
Human Reproduction,5517,Self-paced on your time,University of Adelaide,Intermediate,Biology & Life Sciences,English,169,12,edx,932373
Enabling Technologies for Data Science and Analytics: The Internet of Things,71290,Self-paced on your time,Columbia University,Introductory,Computer Science,English,99,35,edx,7057710
Astrophysics: Exploring Exoplanets,48539,Self-paced on your time,Australian National University,Intermediate,Physics,English,50,18,edx,2426950
Unconventional Reservoir Geomechanics,0,Self-paced on your time,Stanford University,Introductory,Energy & Earth Sciences,English,129,60,edx,0
Strategic Account Management,0,Self-paced on your time,Queen’s University,Introductory,Business & Management,English,149,24,edx,0
PyTorch Basics for Machine Learning,0,Self-paced on your time,IBM,Introductory,Data Analysis & Statistics,English,39,20,edx,0
Diseño y Desarrollo de Recursos Multimedia para la Enseñanza Virtual,14266,Self-paced on your time,Universidad Galileo,Intermediate,Humanities,Español,49,16,edx,699034
Introduction to Cloud Foundry and Cloud Native Software Architecture,24444,Self-paced on your time,The Linux Foundation,Introductory,Computer Science,English,169,42,edx,4131036
Gestión de compras eficientes para tu empresa,0,Self-paced on your time,LOGYCA,Introductory,Engineering,Español,25,15,edx,0
Know HBV And HCV,0,Self-paced on your time,Stanford University,Introductory,Medicine,English,50,1,edx,0
The Supreme Court & American Politics,6216,Self-paced on your time,University of Baltimore-University System of Maryland,Introductory,Law,English,29,32,edx,180264
Sales Enablement & Analytics,0,Self-paced on your time,Queen’s University,Introductory,Business & Management,English,149,24,edx,0
Inversión Extranjera como Motor del Desarrollo para América Latina y el Caribe,16423,Self-paced on your time,Inter-American Development Bank,Intermediate,Business & Management,Español,25,30,edx,410575
Liderazgo en la empresa familiar,10969,Self-paced on your time,Tecnológico de Monterrey,Intermediate,Business & Management,Español,49,42,edx,537481
Comparative Political Systems,6934,Self-paced on your time,Università degli Studi di Napoli Federico II,Introductory,Social Sciences,English,59,24,edx,409106
Introducción al Derecho en la vida cotidiana,0,Self-paced on your time,Universidad Autónoma de Madrid,Introductory,Law,Español,49,25,edx,0
Cloud Computing for Enterprises,27241,Instructor-led on a course schedule,University System of Maryland-University of Maryland Global Campus,Intermediate,Computer Science,English,299,64,edx,8145059
Diversity and Social Justice in Social Work,11055,Self-paced on your time,The University of Michigan,Advanced,Social Sciences,English,199,64,edx,2199945
Public Library Marketing and Public Relations,7525,Self-paced on your time,The University of Michigan,Introductory,Humanities,English,49,8,edx,368725
"Healthcare Finance, Economics and Risk",8006,Self-paced on your time,Doane University,Intermediate,Economics & Finance,English,199,25,edx,1593194
Reacciones Químicas y Cálculos Estequiométricos,8907,Self-paced on your time,Universitat Politècnica de Valencia,Introductory,Chemistry,Español,49,18,edx,436443
Seeking Women’s Rights: Colonial Period to the Civil War,5157,Self-paced on your time,Columbia University,Intermediate,History,English,50,20,edx,257850
VideoX: Creating Video for the edX Platform,12159,Self-paced on your time,edX,Introductory,Education & Teacher Training,English,99,4,edx,1203741
Comisión de la Verdad Colombia,0,Self-paced on your time,Pontificia Universidad Javeriana,Introductory,History,Español,29,35,edx,0
MathTrackX: Probability,0,Self-paced on your time,University of Adelaide,Introductory,Math,English,79,12,edx,0
Health Informatics for better and safer healthcare,0,Self-paced on your time,IsraelX,Introductory,Health & Safety,English,49,12,edx,0
Sign Language Science: Factors Contributing to Natural Change,0,Self-paced on your time,Georgetown University,Introductory,Language,English,99,12,edx,0
Accounting System Structure and Information Management,0,Self-paced on your time,NYIF,Introductory,Economics & Finance,English,50,4,edx,0
Sustainable Development: The Post-Capitalist Order,7031,Self-paced on your time,SDG Academy,Introductory,Economics & Finance,English,49,16,edx,344519
"Health Law, Policy, and Advocacy",6358,Self-paced on your time,Doane University,Intermediate,Law,English,199,25,edx,1265242
Introduction to Haptics,0,Self-paced on your time,Stanford University,Introductory,Engineering,English,129,5,edx,0
Gestión de inventario y portafolio,0,Self-paced on your time,LOGYCA,Introductory,Engineering,Español,25,15,edx,0
Understanding Nuclear Energy,16015,Self-paced on your time,Delft University of Technology,Intermediate,Engineering,English,50,24,edx,800750
Cómo Convertirse en un Líder Exitoso (Entrenamiento de Liderazgo Inclusivo),11431,Self-paced on your time,Catalyst,Introductory,Business & Management,Español,50,4,edx,571550
Decision Making Under Uncertainty: Introduction to Structured Expert Judgment,0,Self-paced on your time,Delft University of Technology,Introductory,Business & Management,English,50,24,edx,0
AP® Calculus BC,8542,Self-paced on your time,Davidson Next,Introductory,Math,English,49,22,edx,418558
Advanced Linear Algebra: Foundations to Frontiers,0,Self-paced on your time,The University of Texas at Austin,Advanced,Computer Science,English,49,128,edx,0
Entrepreneurial Opportunities,27182,Self-paced on your time,University of Adelaide,Introductory,Business & Management,English,50,10,edx,1359100
Agua en América Latina: Abundancia en medio de la escasez mundial,38581,Self-paced on your time,Inter-American Development Bank,Introductory,Environmental Studies,Español,25,30,edx,964525
Understanding Political Concepts,7421,Self-paced on your time,Università degli Studi di Napoli Federico II,Introductory,Social Sciences,English,59,24,edx,437839
How to Code: Complex Data,34190,Self-paced on your time,University of British Columbia,Introductory,Computer Science,English,125,12,edx,4273750
Hypersonics – from Shock Waves to Scramjets,19043,Self-paced on your time,The University of Queensland,Advanced,Engineering,English,99,16,edx,1885257
Micro and Nanofabrication (MEMS),16094,Self-paced on your time,École polytechnique fédérale de Lausanne,Advanced,Engineering,English,199,21,edx,3202706
Scientific Methods and Research,7501,Self-paced on your time,Ural Federal University,Intermediate,Science,English,49,15,edx,367549
Customer Centric Marketing for Entrepreneurs,14003,Self-paced on your time,Babson College,Intermediate,Business & Management,English,149,16,edx,2086447
Dog Behavior: Problems and Solutions,16467,Self-paced on your time,Arizona State University,Intermediate,Social Sciences,English,169,12,edx,2782923
The Business of Mining,20406,Self-paced on your time,Curtin University,Introductory,Business & Management,English,139,8,edx,2836434
"Social Work Practice in Community Organization, Management and Policy/Evaluation",9522,Self-paced on your time,The University of Michigan,Advanced,Social Sciences,English,199,64,edx,1894878
The Business of Aging in the Longevity Economy,0,Self-paced on your time,Georgetown University,Introductory,Social Sciences,English,139,4,edx,0
Understanding the Australian Health Care System,8343,Self-paced on your time,The University of Queensland,Introductory,Medicine,English,59,9,edx,492237
Age of Sustainable Development,10019,Self-paced on your time,SDG Academy,Intermediate,Social Sciences,English,49,56,edx,490931
Internationalization: Creating Digital Content for the World,0,Self-paced on your time,University of Washington,Advanced,Computer Science,English,199,8,edx,0
Multi-Object Tracking for Automotive Systems,8581,Instructor-led on a course schedule,Chalmers University of Technology,Advanced,Engineering,English,249,100,edx,2136669
Economics and Policies in a Biobased Economy,0,Self-paced on your time,Wageningen University & Research,Advanced,Energy & Earth Sciences,English,149,48,edx,0
Strategic Leadership in Healthcare,6237,Self-paced on your time,Doane University,Intermediate,Business & Management,English,199,25,edx,1241163
Terrorism and Counterterrorism: An Introduction,14128,Self-paced on your time,Georgetown University,Introductory,Humanities,English,49,24,edx,692272
Exploring Psychology's Core Concepts|走进心理学,5741,Self-paced on your time,Tsinghua University,Introductory,Social Sciences,English,139,18,edx,797999
Creating Virtual Reality (VR) Apps,22349,Self-paced on your time,"The University of California, San Diego",Intermediate,Computer Science,English,99,30,edx,2212551
Análisis Multivariable en SPSS,0,Self-paced on your time,Universidad Galileo,Introductory,Data Analysis & Statistics,Español,49,20,edx,0
Steps in Japanese for Beginners2 Part1,0,Self-paced on your time,Waseda University,Introductory,Language,English,99,15,edx,0
"Competencias para buscar, mantener y promocionar en un empleo",0,Self-paced on your time,Universidad Autónoma de Madrid,Introductory,Social Sciences,Español,49,12,edx,0
Dynamics and Control,27763,Self-paced on your time,Universitat Politècnica de Valencia,Introductory,Engineering,English,50,24,edx,1388150
Finding Your Cybersecurity Career Path,19283,Self-paced on your time,University of Washington,Introductory,Computer Science,English,199,12,edx,3837317
Introducción a la caligrafía y paleografía en archivos hispanos medievales y modernos,12674,Self-paced on your time,Universidad Carlos III de Madrid,Introductory,Humanities,Español,29,18,edx,367546
